"tm_ky","studio_id","studio_de"
8,1407,"Children's Playground Entertainment"
8,1435,"JCF"
8,1436,"Stingray"
8,1437,"Ishimori Entertainment"
8,1440,"Felix Film"
8,1442,"Mook DLE"
8,1444,"Egg Firm"
8,1454,"REALTHING"
8,1456,"Beijing Huihuang Animation Company"
8,1471,"Platinum Vision"
8,1487,"Bouncy"
8,1489,"Ripromo"
8,150,"Sanrio"
8,1509,"Studio World"
8,1512,"Dai-Ichi Douga"
8,1513,"Dongyang Animation"
8,1514,"Tengu Kobo"
8,1517,"Jinnan Studio"
8,1521,"Studio elle"
8,1522,"Echoes"
8,1529,"Studio M2"
8,1530,"Emon"
8,1536,"Namu Animation"
8,154,"E&G Films"
8,1545,"Japan Taps"
8,1547,"Blade"
8,1549,"Dai Nippon Printing"
8,1558,"TOCSIS"
8,1560,"Yaoyorozu"
8,1562,"Team YokkyuFuman"
8,1567,"Nut"
8,1569,"Seven Arcs Pictures"
8,1575,"DR Movie"
8,1591,"Science SARU"
8,163,"asread."
8,1661,"drop"
8,1662,"Creators Dot Com"
8,1669,"production doA"
8,1673,"DMM.futureworks"
8,1678,"Yuhodo"
8,1687,"Yokohama Animation Lab"
8,169,"Fuji TV"
8,1690,"Imagineer"
8,1692,"Revoroot"
8,1693,"Studio Flad"
8,1706,"Beijing Rocen Digital"
8,1722,"Bibury Animation Studios"
8,1726,"Three-d"
8,175,"Planet"
8,1754,"Meruhensha"
8,176,"Ginga Ya"
8,1766,"Husio Studio"
8,1768,"Sparkly Key Animation Studio"
8,1769,"helo.inc"
8,177,"Studio Kyuuma"
8,179,"A.C.G.T."
8,1794,"EKACHI EPILKA"
8,1797,"NHK Enterprises"
8,18,"Toei Animation"
8,1807,"2:10 AM Animation"
8,1813,"Studio Lings"
8,1828,"Lapin Track"
8,1829,"Lesprit"
8,1835,"CloverWorks"
8,1837,"G-angle"
8,1838,"33 Collective"
8,1846,"Tokyo Movie"
8,1849,"MASTER LIGHTS"
8,1851,"Jumonji"
8,1853,"Saetta"
8,1857,"GEEK TOYS"
8,1860,"Magia Doraglier"
8,1861,"Animation Planet"
8,1864,"EzÏŒla"
8,1871,"Studio W.Baba"
8,1872,"P.I.C.S."
8,1873,"Silver"
8,1874,"Arvo Animation"
8,1887,"Brio Animation"
8,1890,"Tear Studio"
8,1892,"Sublimation"
8,1893,"CygamesPictures"
8,1903,"IMAGICA Lab."
8,191,"Eiken"
8,1927,"Studio Crocodile"
8,1939,"Alpha Animation"
8,1945,"Lide"
8,1947,"Kate Arrow"
8,1952,"Animation Staff Room"
8,196,"Production Reed"
8,1967,"Drive"
8,1971,"Gainax Kyoto"
8,1972,"HOTZIPANG"
8,1973,"Monster's Egg"
8,1974,"ENGI"
8,1978,"Maho Film"
8,198,"Gakken"
8,1982,"LIDENFILMS Osaka Studio"
8,1983,"Anima&Co."
8,1984,"Bakken Record"
8,199,"Studio Nue"
8,1993,"Studio Bind"
8,1997,"Studio Kai"
8,1998,"Studio Signpost"
8,1999,"Albacrow"
8,2,"Kyoto Animation"
8,200,"Tezuka Productions"
8,2004,"Sunrise Beyond"
8,2009,"Yostar Pictures"
8,2027,"Team TillDawn"
8,2034,"Akatsuki"
8,2037,"Okuruto Noboru"
8,2040,"Maro Studio"
8,2046,"Dazzling Star"
8,2048,"ASK Animation Studio"
8,2052,"Wolfsbane"
8,2053,"l-a-unchãƒ»BOX"
8,2056,"DRAWIZ"
8,2057,"Toho Interactive Animation"
8,2063,"Spell Bound"
8,207,"Magic Bus"
8,2075,"Taomee"
8,2080,"Super Normal Studio"
8,2085,"Acca effe"
8,2086,"Giga Production"
8,2097,"HORNETS"
8,21,"Studio Ghibli"
8,2115,"Gosay Studio"
8,2129,"Visual Flight"
8,2134,"CANDY BOX"
8,2140,"Qianqi Animation"
8,2142,"LEVELS"
8,2158,"Durufix"
8,2179,"FIREBUG"
8,218,"Zexcs"
8,22,"Nippon Animation"
8,2201,"Studio Palette"
8,2204,"OZ"
8,2216,"CMAY Animation"
8,2226,"Gambit"
8,2246,"studio MOTHER"
8,2248,"Indivision"
8,2249,"FLAGSHIP LINE"
8,2250,"Spooky graphic"
8,2252,"Studio Kingyoiro"
8,2256,"Kitty Film Mitaka Studio"
8,2257,"XEBEC M2"
8,226,"Panmedia"
8,2266,"Planet Nemo Animation"
8,228,"Daewon Media"
8,2282,"Studio Guts"
8,229,"The Answer Studio"
8,2295,"Story Effect"
8,2298,"AtelierPontdarc"
8,2299,"GIFTanimation"
8,2300,"Studio Jemi"
8,2305,"Fukushima Gaina"
8,2306,"LIDENFILMS Kyoto Studio"
8,2314,"Quad"
8,2325,"Bibury Animation CG"
8,2326,"OLM Team Yoshioka"
8,2342,"PP Project"
8,235,"Shirogumi"
8,2366,"Kigumi"
8,2370,"Hayabusa Film"
8,2379,"Scooter Films"
8,24,"Studio Fantasia"
8,2405,"Staple Entertainment"
8,2410,"Gonzino"
8,2414,"MontBlanc Pictures"
8,2416,"Kent House"
8,242,"Ashi Production"
8,2432,"happyproject"
8,2438,"yell"
8,2455,"East Fish Studio"
8,246,"Visual 80"
8,247,"Shin-Ei Animation"
8,249,"Robot Communications"
8,256,"Studio Kikan"
8,27,"Xebec"
8,271,"Barnum Studio"
8,276,"DLE"
8,28,"OLM"
8,280,"Studio Junio"
8,281,"Kokusai Eigasha"
8,287,"David Production"
8,288,"Kaname Productions"
8,290,"Kinema Citrus"
8,291,"CoMix Wave Films"
8,292,"AIC PLUS+"
8,3,"Gonzo"
8,30,"Ajia-Do"
8,300,"SILVER LINK."
8,309,"GoHands"
8,311,"Enoki Films"
8,312,"Life Work"
8,314,"White Fox"
8,315,"DAX Production"
8,318,"WAO World"
8,32,"Manglobe"
8,322,"Bee Media"
8,324,"Directions"
8,325,"Code"
8,326,"Animation 21"
8,329,"Phoenix Entertainment"
8,330,"Kanaban Graphics"
8,333,"TYO Animations"
8,334,"Ordet"
8,338,"Studio Bogey"
8,34,"Hal Film Maker"
8,340,"Future Planet"
8,343,"Puzzle Animation Studio Limited"
8,346,"Hoods Entertainment"
8,35,"Seven Arcs"
8,354,"Encourage Films"
8,358,"Telescreen"
8,36,"Gallop"
8,363,"Topcraft"
8,367,"Heewon Entertainment"
8,37,"Studio Deen"
8,370,"Iyasakadou Film"
8,374,"Plus Heads"
8,38,"Arms"
8,385,"Tele-Cartoon Japan"
8,386,"Animaruya"
8,389,"I-move"
8,39,"Daume"
8,390,"Tsuchida Productions"
8,391,"Grouper Productions"
8,397,"Bridge"
8,398,"Milky Cartoon"
8,4,"Bones"
8,400,"Gathering"
8,406,"Asahi Production"
8,409,"Studio Egg"
8,41,"Satelight"
8,413,"Pastel"
8,418,"Studio Gokumi"
8,420,"ACC Production"
8,429,"Office AO"
8,43,"ufotable"
8,432,"Kachidoki Studio"
8,433,"View Works"
8,435,"Studio Zero"
8,436,"AIC Build"
8,437,"Kamikaze Douga"
8,439,"Project No.9"
8,44,"Shaft"
8,441,"8bit"
8,442,"Minami Machi Bugyousho"
8,443,"Studio PuYUKAI"
8,444,"Jinnis Animation Studios"
8,452,"Knack Productions"
8,455,"Palm Studio"
8,456,"Lerche"
8,462,"Chaos Project"
8,463,"M.S.C"
8,466,"Digital Media Lab"
8,471,"Shanghai Animation Film Studio"
8,472,"Usagi Ou"
8,473,"Ascension"
8,474,"Shogakukan Music & Digital Entertainment"
8,478,"Studio Blanc"
8,48,"AIC"
8,486,"Digital Frontier"
8,49,"Remic"
8,5,"Bee Train"
8,50,"KSS"
8,51,"DiomedÃ©a"
8,517,"Asmik Ace"
8,521,"Anpro"
8,523,"SBS TV Production"
8,537,"SANZIGEN"
8,541,"Seven"
8,553,"Marvy Jack"
8,56,"A-1 Pictures"
8,563,"LandQ studios"
8,565,"LMD"
8,569,"MAPPA"
8,577,"Tohokushinsha Film Corporation"
8,581,"Sparky Animation"
8,583,"Annapuru"
8,587,"Tomason"
8,589,"Academy Productions"
8,59,"Beat Frog"
8,593,"Egg"
8,6,"Gainax"
8,60,"Actas"
8,601,"ixtl"
8,605,"C2C"
8,607,"RAMS"
8,629,"Studio Sign"
8,63,"Trinet Entertainment"
8,64,"Sotsu"
8,65,"Tokyo Movie Shinsha"
8,68,"Mushi Production"
8,69,"Front Line"
8,7,"J.C.Staff"
8,70,"Nomad"
8,715,"Dwango"
8,72,"Artmic"
8,721,"GANSIS"
8,723,"Hotline"
8,73,"TMS Entertainment"
8,75,"Imagin"
8,753,"PRA"
8,755,"Jumondo"
8,765,"Sakura Create"
8,77,"APPP"
8,78,"Picture Magic"
8,8,"Artland"
8,80,"Trans Arts"
8,803,"Trigger"
8,805,"AIC Frontier"
8,81,"Radix"
8,83,"AIC Spirits"
8,833,"Kyotoma"
8,839,"LIDENFILMS"
8,848,"Kazami Gakuen Koushiki Douga-bu"
8,850,"Kenji Studio"
8,852,"Nexus"
8,856,"Charaction"
8,858,"Wit Studio"
8,86,"Group TAC"
8,866,"Fanworks"
8,88,"AIC ASTA"
8,884,"Strawberry Meets Pictures"
8,89,"BeSTACK"
8,890,"Karaku"
8,894,"Graphinica"
8,896,"Larx Entertainment"
8,898,"I.Gzwei"
8,909,"Studio Kelmadick"
8,91,"feel."
8,911,"Passione"
8,929,"Animation Do"
8,93,"Studio Flag"
8,939,"Tama Production"
8,94,"Telecom Animation Film"
8,949,"teamKG"
8,95,"Doga Kobo"
8,951,"NAZ"
8,957,"Connect"
8,96,"Yumeta Company"
9,1,"Pierrot"
9,10,"Production I.G"
9,1005,"Oddjob"
9,1009,"Aubec"
9,101,"Studio Hibari"
9,1013,"Opera House"
9,1023,"Polygon Pictures"
9,1025,"Dongwoo A&E"
9,103,"Tatsunoko Production"
9,1037,"Japan Vistec"
9,1045,"Space Neko Company"
9,1053,"Production IMS"
9,1063,"Calf Studio"
9,1065,"Public & Basic"
9,1067,"Rising Force"
9,107,"Plum"
9,1075,"C-Station"
9,1077,"MMDGP"
9,1087,"Lay-duce"
9,1099,"Cyclone Graphics"
9,11,"Madhouse"
9,110,"Triangle Staff"
9,1103,"TROYCA"
9,1109,"Orange"
9,111,"NHK"
9,1111,"DandeLion Animation Studio"
9,1119,"Shuka"
9,112,"Brain's Base"
9,1127,"Studio 3Hz"
9,1129,"Pierrot Plus"
9,1133,"dwarf"
9,1135,"FOREST Hunting One"
9,1137,"SEK Studios"
9,114,"Studio Matrix"
9,1153,"Image Kei"
9,1165,"Tri-Slash"
9,1169,"ILCA"
9,118,"SynergySP"
9,1181,"RG Animation Studios"
9,1189,"Sola Digital Arts"
9,1191,"Azeta Pictures"
9,1195,"Creators in Pack"
9,1197,"Steve N' Steven"
9,120,"TNK"
9,1209,"Studio A-CAT"
9,122,"Tokyo Kids"
9,1229,"Pie in the sky"
9,1231,"OLM Digital"
9,1237,"Millepensee"
9,1239,"KeyEast"
9,1244,"Studio VOLN"
9,1257,"A-Real"
9,1258,"Bandai Namco Pictures"
9,126,"Studio Comet"
9,1260,"Nakamura Production"
9,1263,"Dynamo Pictures"
9,1264,"EMT Squared"
9,1265,"Tomovies"
9,1266,"Studio! Cucuri"
9,1271,"Assez Finaud Fabric"
9,1278,"Signal.MD"
9,1281,"Office DCI"
9,1286,"10Gauge"
9,1290,"Pollyanna Graphics"
9,1291,"KOO-KI"
9,1292,"TUBA"
9,1295,"Pine Jam"
9,1296,"Marza Animation Planet"
9,1299,"AXsiZ"
9,13,"Studio 4Â°C"
9,1300,"Office Nobu"
9,1301,"CCTV Animation"
9,1306,"AIC Classic"
9,131,"G&G Entertainment"
9,1313,"Amuse"
9,1314,"Gaina"
9,1317,"Production GoodBook"
9,132,"P.A. Works"
9,1320,"Joker Films"
9,1322,"Creative Power Entertaining"
9,1324,"Shimogumi"
9,1325,"Haoliners Animation League"
9,1340,"Typhoon Graphics"
9,1350,"B.CMAY PICTURES"
9,1353,"Issen"
9,1357,"Craftar Studios"
9,136,"Vega Entertainment"
9,1360,"Hoods Drifters Studio"
9,1363,"Marine Entertainment"
9,1379,"Zero-G"
9,1380,"domerica"
9,1381,"GEMBA"
9,1383,"Studio Live"
9,139,"Nihon Ad Systems"
9,1393,"Geno Studio"
9,1396,"W-Toon Studio"
9,14,"Sunrise"
9,1407,"Children's Playground Entertainment"
9,1435,"JCF"
9,1436,"Stingray"
9,1437,"Ishimori Entertainment"
9,1440,"Felix Film"
9,1442,"Mook DLE"
9,1444,"Egg Firm"
9,1454,"REALTHING"
9,1456,"Beijing Huihuang Animation Company"
9,1471,"Platinum Vision"
9,1487,"Bouncy"
9,1489,"Ripromo"
9,150,"Sanrio"
9,1509,"Studio World"
9,1512,"Dai-Ichi Douga"
9,1513,"Dongyang Animation"
9,1514,"Tengu Kobo"
9,1517,"Jinnan Studio"
9,1521,"Studio elle"
9,1522,"Echoes"
9,1529,"Studio M2"
9,1530,"Emon"
9,1536,"Namu Animation"
9,154,"E&G Films"
9,1545,"Japan Taps"
9,1547,"Blade"
9,1549,"Dai Nippon Printing"
9,1558,"TOCSIS"
9,1560,"Yaoyorozu"
9,1562,"Team YokkyuFuman"
9,1567,"Nut"
9,1569,"Seven Arcs Pictures"
9,1575,"DR Movie"
9,1591,"Science SARU"
9,163,"asread."
9,1661,"drop"
9,1662,"Creators Dot Com"
9,1669,"production doA"
9,1671,"DMM pictures"
9,1673,"DMM.futureworks"
9,1678,"Yuhodo"
9,1687,"Yokohama Animation Lab"
9,169,"Fuji TV"
9,1690,"Imagineer"
9,1692,"Revoroot"
9,1693,"Studio Flad"
9,1706,"Beijing Rocen Digital"
9,1722,"Bibury Animation Studios"
9,1726,"Three-d"
9,175,"Planet"
9,1754,"Meruhensha"
9,176,"Ginga Ya"
9,1766,"Husio Studio"
9,1768,"Sparkly Key Animation Studio"
9,1769,"helo.inc"
9,177,"Studio Kyuuma"
9,179,"A.C.G.T."
9,1794,"EKACHI EPILKA"
9,1797,"NHK Enterprises"
9,18,"Toei Animation"
9,1807,"2:10 AM Animation"
9,1813,"Studio Lings"
9,1828,"Lapin Track"
9,1829,"Lesprit"
9,1835,"CloverWorks"
9,1837,"G-angle"
9,1838,"33 Collective"
9,1846,"Tokyo Movie"
9,1849,"MASTER LIGHTS"
9,1851,"Jumonji"
9,1853,"Saetta"
9,1857,"GEEK TOYS"
9,1860,"Magia Doraglier"
9,1861,"Animation Planet"
9,1864,"EzÏŒla"
9,1871,"Studio W.Baba"
9,1872,"P.I.C.S."
9,1873,"Silver"
9,1874,"Arvo Animation"
9,1887,"Brio Animation"
9,1890,"Tear Studio"
9,1892,"Sublimation"
9,1893,"CygamesPictures"
9,1903,"IMAGICA Lab."
9,191,"Eiken"
9,1927,"Studio Crocodile"
9,1939,"Alpha Animation"
9,1945,"Lide"
9,1947,"Kate Arrow"
9,1952,"Animation Staff Room"
9,196,"Production Reed"
9,1967,"Drive"
9,1971,"Gainax Kyoto"
9,1972,"HOTZIPANG"
9,1973,"Monster's Egg"
9,1974,"ENGI"
9,1978,"Maho Film"
9,198,"Gakken"
9,1982,"LIDENFILMS Osaka Studio"
9,1983,"Anima&Co."
9,1984,"Bakken Record"
9,199,"Studio Nue"
9,1993,"Studio Bind"
9,1997,"Studio Kai"
9,1998,"Studio Signpost"
9,1999,"Albacrow"
9,2,"Kyoto Animation"
9,200,"Tezuka Productions"
9,2004,"Sunrise Beyond"
9,2009,"Yostar Pictures"
9,2027,"Team TillDawn"
9,2034,"Akatsuki"
9,2037,"Okuruto Noboru"
9,2040,"Maro Studio"
9,2046,"Dazzling Star"
9,2048,"ASK Animation Studio"
9,2052,"Wolfsbane"
9,2053,"l-a-unchãƒ»BOX"
9,2056,"DRAWIZ"
9,2057,"Toho Interactive Animation"
9,2063,"Spell Bound"
9,207,"Magic Bus"
9,2075,"Taomee"
9,2080,"Super Normal Studio"
9,2085,"Acca effe"
9,2086,"Giga Production"
9,2097,"HORNETS"
9,21,"Studio Ghibli"
9,2115,"Gosay Studio"
9,2129,"Visual Flight"
9,2134,"CANDY BOX"
9,2140,"Qianqi Animation"
9,2142,"LEVELS"
9,2158,"Durufix"
9,2179,"FIREBUG"
9,218,"Zexcs"
9,22,"Nippon Animation"
9,2201,"Studio Palette"
9,2204,"OZ"
9,2216,"CMAY Animation"
9,2226,"Gambit"
9,2246,"studio MOTHER"
9,2248,"Indivision"
9,2249,"FLAGSHIP LINE"
9,2250,"Spooky graphic"
9,2252,"Studio Kingyoiro"
9,2256,"Kitty Film Mitaka Studio"
9,2257,"XEBEC M2"
9,226,"Panmedia"
9,2266,"Planet Nemo Animation"
9,228,"Daewon Media"
9,2282,"Studio Guts"
9,229,"The Answer Studio"
9,2295,"Story Effect"
9,2298,"AtelierPontdarc"
9,2299,"GIFTanimation"
9,2300,"Studio Jemi"
9,2305,"Fukushima Gaina"
9,2306,"LIDENFILMS Kyoto Studio"
9,2314,"Quad"
9,2325,"Bibury Animation CG"
9,2326,"OLM Team Yoshioka"
9,2342,"PP Project"
9,235,"Shirogumi"
9,2366,"Kigumi"
9,2370,"Hayabusa Film"
9,2379,"Scooter Films"
9,24,"Studio Fantasia"
9,2405,"Staple Entertainment"
9,2410,"Gonzino"
9,2414,"MontBlanc Pictures"
9,2416,"Kent House"
9,242,"Ashi Production"
9,2432,"happyproject"
9,2438,"yell"
9,2455,"East Fish Studio"
9,246,"Visual 80"
9,247,"Shin-Ei Animation"
9,249,"Robot Communications"
9,2527,"Liber"
9,2538,"Imagestone Inc."
9,256,"Studio Kikan"
9,27,"Xebec"
9,271,"Barnum Studio"
9,276,"DLE"
9,28,"OLM"
9,280,"Studio Junio"
9,281,"Kokusai Eigasha"
9,287,"David Production"
9,288,"Kaname Productions"
9,290,"Kinema Citrus"
9,291,"CoMix Wave Films"
9,292,"AIC PLUS+"
9,3,"Gonzo"
9,30,"Ajia-Do"
9,300,"SILVER LINK."
9,309,"GoHands"
9,311,"Enoki Films"
9,312,"Life Work"
9,314,"White Fox"
9,315,"DAX Production"
9,318,"WAO World"
9,32,"Manglobe"
9,322,"Bee Media"
9,324,"Directions"
9,325,"Code"
9,326,"Animation 21"
9,329,"Phoenix Entertainment"
9,330,"Kanaban Graphics"
9,333,"TYO Animations"
9,334,"Ordet"
9,336,"JM Animation"
9,338,"Studio Bogey"
9,34,"Hal Film Maker"
9,340,"Future Planet"
9,343,"Puzzle Animation Studio Limited"
9,346,"Hoods Entertainment"
9,35,"Seven Arcs"
9,354,"Encourage Films"
9,358,"Telescreen"
9,36,"Gallop"
9,363,"Topcraft"
9,367,"Heewon Entertainment"
9,37,"Studio Deen"
9,370,"Iyasakadou Film"
9,374,"Plus Heads"
9,38,"Arms"
9,385,"Tele-Cartoon Japan"
9,386,"Animaruya"
9,389,"I-move"
9,39,"Daume"
9,390,"Tsuchida Productions"
9,391,"Grouper Productions"
9,397,"Bridge"
9,398,"Milky Cartoon"
9,4,"Bones"
9,400,"Gathering"
9,406,"Asahi Production"
9,409,"Studio Egg"
9,41,"Satelight"
9,413,"Pastel"
9,418,"Studio Gokumi"
9,420,"ACC Production"
9,429,"Office AO"
9,43,"ufotable"
9,432,"Kachidoki Studio"
9,433,"View Works"
9,435,"Studio Zero"
9,436,"AIC Build"
9,437,"Kamikaze Douga"
9,439,"Project No.9"
9,44,"Shaft"
9,441,"8bit"
9,442,"Minami Machi Bugyousho"
9,443,"Studio PuYUKAI"
9,444,"Jinnis Animation Studios"
9,452,"Knack Productions"
9,455,"Palm Studio"
9,456,"Lerche"
9,462,"Chaos Project"
9,463,"M.S.C"
9,466,"Digital Media Lab"
9,471,"Shanghai Animation Film Studio"
9,472,"Usagi Ou"
9,473,"Ascension"
9,474,"Shogakukan Music & Digital Entertainment"
9,478,"Studio Blanc"
9,48,"AIC"
9,486,"Digital Frontier"
9,49,"Remic"
9,5,"Bee Train"
9,50,"KSS"
9,51,"DiomedÃ©a"
9,517,"Asmik Ace"
9,521,"Anpro"
9,523,"SBS TV Production"
9,537,"SANZIGEN"
9,541,"Seven"
9,553,"Marvy Jack"
9,56,"A-1 Pictures"
9,563,"LandQ studios"
9,565,"LMD"
9,569,"MAPPA"
9,577,"Tohokushinsha Film Corporation"
9,581,"Sparky Animation"
9,583,"Annapuru"
9,587,"Tomason"
9,589,"Academy Productions"
9,59,"Beat Frog"
9,593,"Egg"
9,6,"Gainax"
9,60,"Actas"
9,601,"ixtl"
9,605,"C2C"
9,607,"RAMS"
9,629,"Studio Sign"
9,63,"Trinet Entertainment"
9,64,"Sotsu"
9,65,"Tokyo Movie Shinsha"
9,68,"Mushi Production"
9,69,"Front Line"
9,7,"J.C.Staff"
9,70,"Nomad"
9,715,"Dwango"
9,72,"Artmic"
9,721,"GANSIS"
9,723,"Hotline"
9,73,"TMS Entertainment"
9,75,"Imagin"
9,753,"PRA"
9,755,"Jumondo"
9,765,"Sakura Create"
9,77,"APPP"
9,78,"Picture Magic"
9,8,"Artland"
9,80,"Trans Arts"
9,803,"Trigger"
9,805,"AIC Frontier"
9,81,"Radix"
9,83,"AIC Spirits"
9,833,"Kyotoma"
9,839,"LIDENFILMS"
9,848,"Kazami Gakuen Koushiki Douga-bu"
9,850,"Kenji Studio"
9,852,"Nexus"
9,856,"Charaction"
9,858,"Wit Studio"
9,86,"Group TAC"
9,866,"Fanworks"
9,88,"AIC ASTA"
9,884,"Strawberry Meets Pictures"
9,89,"BeSTACK"
9,890,"Karaku"
9,894,"Graphinica"
9,896,"Larx Entertainment"
9,898,"I.Gzwei"
9,909,"Studio Kelmadick"
9,91,"feel."
9,911,"Passione"
9,929,"Animation Do"
9,93,"Studio Flag"
9,939,"Tama Production"
9,94,"Telecom Animation Film"
9,949,"teamKG"
9,95,"Doga Kobo"
9,951,"NAZ"
9,957,"Connect"
9,96,"Yumeta Company"
10,1,"Pierrot"
10,10,"Production I.G"
10,1005,"Oddjob"
10,1009,"Aubec"
10,101,"Studio Hibari"
10,1013,"Opera House"
10,1023,"Polygon Pictures"
10,1025,"Dongwoo A&E"
10,103,"Tatsunoko Production"
10,1037,"Japan Vistec"
10,1045,"Space Neko Company"
10,1053,"Production IMS"
10,1063,"Calf Studio"
10,1065,"Public & Basic"
10,1067,"Rising Force"
10,107,"Plum"
10,1075,"C-Station"
10,1077,"MMDGP"
10,1087,"Lay-duce"
10,1099,"Cyclone Graphics"
10,11,"Madhouse"
10,110,"Triangle Staff"
10,1103,"TROYCA"
10,1109,"Orange"
10,111,"NHK"
10,1111,"DandeLion Animation Studio"
10,1119,"Shuka"
10,112,"Brain's Base"
10,1127,"Studio 3Hz"
10,1129,"Pierrot Plus"
10,1133,"dwarf"
10,1135,"FOREST Hunting One"
10,1137,"SEK Studios"
10,114,"Studio Matrix"
10,1153,"Image Kei"
10,1165,"Tri-Slash"
10,1169,"ILCA"
10,118,"SynergySP"
10,1181,"RG Animation Studios"
10,1189,"Sola Digital Arts"
10,1191,"Azeta Pictures"
10,1195,"Creators in Pack"
10,1197,"Steve N' Steven"
10,120,"TNK"
10,1209,"Studio A-CAT"
10,122,"Tokyo Kids"
10,1229,"Pie in the sky"
10,1231,"OLM Digital"
10,1237,"Millepensee"
10,1239,"KeyEast"
10,1244,"Studio VOLN"
10,1257,"A-Real"
10,1258,"Bandai Namco Pictures"
10,126,"Studio Comet"
10,1260,"Nakamura Production"
10,1263,"Dynamo Pictures"
10,1264,"EMT Squared"
10,1265,"Tomovies"
10,1266,"Studio! Cucuri"
10,1271,"Assez Finaud Fabric"
10,1278,"Signal.MD"
10,1281,"Office DCI"
10,1286,"10Gauge"
10,1290,"Pollyanna Graphics"
10,1291,"KOO-KI"
10,1292,"TUBA"
10,1295,"Pine Jam"
10,1296,"Marza Animation Planet"
10,1299,"AXsiZ"
10,13,"Studio 4Â°C"
10,1300,"Office Nobu"
10,1301,"CCTV Animation"
10,1306,"AIC Classic"
10,131,"G&G Entertainment"
10,1313,"Amuse"
10,1314,"Gaina"
10,1317,"Production GoodBook"
10,132,"P.A. Works"
10,1320,"Joker Films"
10,1322,"Creative Power Entertaining"
10,1324,"Shimogumi"
10,1325,"Haoliners Animation League"
10,1340,"Typhoon Graphics"
10,1350,"B.CMAY PICTURES"
10,1353,"Issen"
10,1357,"Craftar Studios"
10,136,"Vega Entertainment"
10,1360,"Hoods Drifters Studio"
10,1363,"Marine Entertainment"
10,1379,"Zero-G"
10,1380,"domerica"
10,1381,"GEMBA"
10,1383,"Studio Live"
10,139,"Nihon Ad Systems"
10,1393,"Geno Studio"
10,1396,"W-Toon Studio"
10,14,"Sunrise"
10,1407,"Children's Playground Entertainment"
10,1435,"JCF"
10,1436,"Stingray"
10,1437,"Ishimori Entertainment"
10,1440,"Felix Film"
10,1442,"Mook DLE"
10,1444,"Egg Firm"
10,1454,"REALTHING"
10,1456,"Beijing Huihuang Animation Company"
10,1471,"Platinum Vision"
10,1487,"Bouncy"
10,1489,"Ripromo"
10,150,"Sanrio"
10,1509,"Studio World"
10,1512,"Dai-Ichi Douga"
10,1513,"Dongyang Animation"
10,1514,"Tengu Kobo"
10,1517,"Jinnan Studio"
10,1521,"Studio elle"
10,1522,"Echoes"
10,1529,"Studio M2"
10,1530,"Emon"
10,1536,"Namu Animation"
10,154,"E&G Films"
10,1545,"Japan Taps"
10,1547,"Blade"
10,1549,"Dai Nippon Printing"
10,1558,"TOCSIS"
10,1560,"Yaoyorozu"
10,1562,"Team YokkyuFuman"
10,1567,"Nut"
10,1569,"Seven Arcs Pictures"
10,1575,"DR Movie"
10,1591,"Science SARU"
10,163,"asread."
10,1661,"drop"
10,1662,"Creators Dot Com"
10,1669,"production doA"
10,1673,"DMM.futureworks"
10,1678,"Yuhodo"
10,1687,"Yokohama Animation Lab"
10,169,"Fuji TV"
10,1690,"Imagineer"
10,1692,"Revoroot"
10,1693,"Studio Flad"
10,1706,"Beijing Rocen Digital"
10,1722,"Bibury Animation Studios"
10,1726,"Three-d"
10,175,"Planet"
10,1754,"Meruhensha"
10,176,"Ginga Ya"
10,1766,"Husio Studio"
10,1768,"Sparkly Key Animation Studio"
10,1769,"helo.inc"
10,177,"Studio Kyuuma"
10,179,"A.C.G.T."
10,1794,"EKACHI EPILKA"
10,1797,"NHK Enterprises"
10,18,"Toei Animation"
10,1807,"2:10 AM Animation"
10,1813,"Studio Lings"
10,1828,"Lapin Track"
10,1829,"Lesprit"
10,1835,"CloverWorks"
10,1837,"G-angle"
10,1838,"33 Collective"
10,1846,"Tokyo Movie"
10,1849,"MASTER LIGHTS"
10,1851,"Jumonji"
10,1853,"Saetta"
10,1857,"GEEK TOYS"
10,1860,"Magia Doraglier"
10,1861,"Animation Planet"
10,1864,"EzÏŒla"
10,1871,"Studio W.Baba"
10,1872,"P.I.C.S."
10,1873,"Silver"
10,1874,"Arvo Animation"
10,1887,"Brio Animation"
10,1890,"Tear Studio"
10,1892,"Sublimation"
10,1893,"CygamesPictures"
10,1903,"IMAGICA Lab."
10,191,"Eiken"
10,1927,"Studio Crocodile"
10,1939,"Alpha Animation"
10,1945,"Lide"
10,1947,"Kate Arrow"
10,1952,"Animation Staff Room"
10,196,"Production Reed"
10,1967,"Drive"
10,1971,"Gainax Kyoto"
10,1972,"HOTZIPANG"
10,1973,"Monster's Egg"
10,1974,"ENGI"
10,1978,"Maho Film"
10,198,"Gakken"
10,1982,"LIDENFILMS Osaka Studio"
10,1983,"Anima&Co."
10,1984,"Bakken Record"
10,199,"Studio Nue"
10,1993,"Studio Bind"
10,1997,"Studio Kai"
10,1998,"Studio Signpost"
10,1999,"Albacrow"
10,2,"Kyoto Animation"
10,200,"Tezuka Productions"
10,2004,"Sunrise Beyond"
10,2009,"Yostar Pictures"
10,2027,"Team TillDawn"
10,2034,"Akatsuki"
10,2037,"Okuruto Noboru"
10,2040,"Maro Studio"
10,2046,"Dazzling Star"
10,2048,"ASK Animation Studio"
